wilayah,tahun,bulan,hujan_mm,HTH_hari,hujan_normal_mm,rasio_hujan_terhadap_normal,sifat_hujan,KAT_value,KAT_normal,rasio_KAT_terhadap_normal,produksi_padi_bulanan,luas_panen_bulanan,tanggal,hujan_score,HTH_score,KAT_score,climate_score,freq_penurunan,volatilitas,historical_score,final_score,risk_label,risk_label_bulan_depan,final_score_bulan_depan,hujan_mm_lag1,hujan_mm_roll3,rasio_hujan_terhadap_normal_lag1,rasio_hujan_terhadap_normal_roll3,HTH_hari_lag1,HTH_hari_roll3,rasio_KAT_terhadap_normal_lag1,rasio_KAT_terhadap_normal_roll3,climate_score_lag1,climate_score_roll3,faktor_dominan,rekomendasi_aksi
LAMONGAN,2026,2,356.73804887428616,1,300.3769322185128,1.187634637052531,AN,526.8591885917631,504.8849396517627,1.0088206320502944,,,2026-02-01,0,0,1,1,0.5714285714285714,0.0848904007795691,2,3,medium,medium,3.0,304.34197925435114,332.3812117312397,0.970288339086126,1.113322118953192,2.0,1.3333333333333333,1.0368167243328053,1.0720610177244718,1.0,0.6666666666666666,Sensitivitas historis wilayah,Lakukan monitoring berkala dan validasi kondisi lapangan pada wilayah rentan.
LAMONGAN,2026,3,318.1040327404112,1,277.39062742868384,1.1467728224602491,N,515.3953623585887,510.3951890733507,0.9833736301282509,,,2026-03-01,0,0,1,1,0.5714285714285714,0.0848904007795691,2,3,medium,,,356.73804887428616,326.39468695634946,1.187634637052531,1.1015652661996356,1.0,1.3333333333333333,1.0088206320502944,1.0096703288371167,1.0,1.0,Sensitivitas historis wilayah,Lakukan monitoring berkala dan validasi kondisi lapangan pada wilayah rentan.
LUMAJANG,2026,1,402.6008237398263,2,321.48141938157715,1.252329993174398,AN,641.7839278919639,586.4536859008381,1.099313916377113,,,2026-01-01,0,0,0,0,0.2857142857142857,0.0730078512799712,1,1,low,low,1.0,405.4091614844224,449.8003496000301,1.2438684188918516,1.6501164437780584,1.0,1.3333333333333333,1.2176698328151585,1.2435055111469946,0.0,0.0,Sensitivitas historis wilayah,Pantau rutin; belum membutuhkan intervensi prioritas.
LUMAJANG,2026,2,492.7865332714811,1,334.4650026979637,1.4733575390441929,AN,663.703634817066,612.3030082166794,1.087448410723856,,,2026-02-01,0,0,0,0,0.2857142857142857,0.0730078512799712,1,1,low,low,2.0,402.6008237398263,433.5988394985766,1.252329993174398,1.3231853170368142,2.0,1.3333333333333333,1.099313916377113,1.1348107199720423,0.0,0.0,Sensitivitas historis wilayah,Pantau rutin; belum membutuhkan intervensi prioritas.
LUMAJANG,2026,3,372.8799317032454,4,325.02887037063346,1.14722095695083,N,637.0390341257969,611.8288699248961,1.0452652907827369,,,2026-03-01,0,1,0,1,0.2857142857142857,0.0730078512799712,1,2,low,,,492.7865332714811,422.7557629048509,1.4733575390441929,1.2909694963898068,1.0,2.333333333333333,1.087448410723856,1.0773425392945688,0.0,0.3333333333333333,"HTH panjang, Sensitivitas historis wilayah",Pantau rutin; belum membutuhkan intervensi prioritas.
MADIUN,2026,1,367.1748428960085,2,308.52650203536064,1.1907818324593102,AN,430.7947297216061,408.7472199099747,1.0550291814860595,,,2026-01-01,0,0,0,0,0.1428571428571428,0.0618750239580723,0,0,low,low,1.0,353.51454397373845,374.7928460370236,1.2145754657331314,1.44595976010846,2.0,1.6666666666666667,1.1168451644048698,1.196860675501176,0.0,0.0,Tidak ada faktor dominan ekstrem,Pantau rutin; belum membutuhkan intervensi prioritas.
MADIUN,2026,2,414.59749000773706,1,326.8796746497459,1.2676961433031615,AN,432.38650585538784,422.2961486739729,1.024626158945957,,,2026-02-01,0,0,1,1,0.1428571428571428,0.0618750239580723,0,1,low,low,1.0,367.1748428960085,378.4289589591613,1.1907818324593102,1.2243511471652009,2.0,1.6666666666666667,1.0550291814860595,1.0655001682789624,0.0,0.3333333333333333,Ketersediaan air rendah,Pantau rutin; belum membutuhkan intervensi prioritas.
MADIUN,2026,3,325.8382789536179,3,308.09774048911066,1.0565701921443076,N,428.5976766461704,424.1574238149366,1.011050078674276,,,2026-03-01,0,0,1,1,0.1428571428571428,0.0618750239580723,0,1,low,,,414.59749000773706,369.20353728578783,1.2676961433031615,1.1716827226355928,1.0,2.0,1.024626158945957,1.030235139702098,1.0,0.6666666666666666,Ketersediaan air rendah,Pantau rutin; belum membutuhkan intervensi prioritas.
MAGETAN,2026,1,396.1231683119632,2,333.3442672889644,1.1883305254761676,AN,529.9731720715034,509.3415404529106,1.0512339370311936,,,2026-01-01,0,0,0,0,0.2857142857142857,0.0941472803086636,2,2,low,medium,3.0,370.82959475892096,413.99726563568646,1.1869016468220688,1.4061783740009997,1.0,1.3333333333333333,1.0847834210724796,1.154784732289054,0.0,0.0,Sensitivitas historis wilayah,Pantau rutin; belum membutuhkan intervensi prioritas.
MAGETAN,2026,2,448.7368574131537,0,363.9187984091386,1.2330686388688767,AN,529.8223436557181,522.8732854331412,1.0215497931978916,,,2026-02-01,0,0,1,1,0.2857142857142857,0.0941472803086636,2,3,medium,medium,3.0,396.1231683119632,405.2298734946792,1.1883305254761676,1.2027669370557044,2.0,1.0,1.0512339370311936,1.0525223837671884,0.0,0.3333333333333333,Sensitivitas historis wilayah,Lakukan monitoring berkala dan validasi kondisi lapangan pada wilayah rentan.
MAGETAN,2026,3,373.1239694210738,3,351.41406226432906,1.0617787091866997,N,526.6814328325473,524.3459486302322,1.010304471462596,,,2026-03-01,0,0,1,1,0.2857142857142857,0.0941472803086636,2,3,medium,,,448.7368574131537,405.9946650487302,1.2330686388688767,1.161059291177248,0.0,1.6666666666666667,1.0215497931978916,1.0276960672305604,1.0,0.6666666666666666,Sensitivitas historis wilayah,Lakukan monitoring berkala dan validasi kondisi lapangan pada wilayah rentan.
MALANG,2026,1,354.0117628838858,2,317.8169774265083,1.115354189914676,AN,549.4023451941543,537.5052672243107,1.022824055089358,,,2026-01-01,0,0,1,1,0.2857142857142857,0.0317000857310249,1,2,low,low,2.0,397.2280946957732,404.1338541814841,1.1676446740197093,1.5088034677416993,3.0,2.333333333333333,1.123350459041638,1.1804941527104944,0.0,0.3333333333333333,"Ketersediaan air rendah, Sensitivitas historis wilayah",Pantau rutin; belum membutuhkan intervensi prioritas.
MALANG,2026,2,447.6082074623662,2,348.23775675906586,1.2865888484157069,AN,564.6129187594759,549.411966981806,1.028535168915925,,,2026-02-01,0,0,1,1,0.2857142857142857,0.0317000857310249,1,2,low,low,2.0,354.0117628838858,399.61602168067503,1.115354189914676,1.189862570783364,2.0,2.333333333333333,1.022824055089358,1.0582365610156403,1.0,0.6666666666666666,"Ketersediaan air rendah, Sensitivitas historis wilayah",Pantau rutin; belum membutuhkan intervensi prioritas.
MALANG,2026,3,336.1106396367994,3,325.2544566808869,1.0336179617576575,N,542.7343825441321,549.7958197123374,0.9880074485334812,,,2026-03-01,0,0,1,1,0.2857142857142857,0.0317000857310249,1,2,low,,,447.6082074623662,379.2435366610171,1.2865888484157069,1.1451870000293467,2.0,2.333333333333333,1.028535168915925,1.0131222241795883,1.0,1.0,"Ketersediaan air rendah, Sensitivitas historis wilayah",Pantau rutin; belum membutuhkan intervensi prioritas.
MOJOKERTO,2026,1,336.0875011007221,3,348.47509734435937,0.9640678108002134,N,442.5543062979715,418.7218257614046,1.0570373105170483,,,2026-01-01,0,0,0,0,0.4285714285714285,0.067500929432767,2,2,low,medium,3.0,375.7126263087391,367.8814209962954,1.2572767524041994,1.573044183023666,2.0,2.0,1.2143631837774618,1.2641696062088257,0.0,0.0,Sensitivitas historis wilayah,Pantau rutin; belum membutuhkan intervensi prioritas.
MOJOKERTO,2026,2,467.2214955698074,1,375.8687243932851,1.24311291777176,AN,446.0160307410167,438.32877845094913,1.017511654526736,,,2026-02-01,0,0,1,1,0.4285714285714285,0.067500929432767,2,3,medium,medium,3.0,336.0875011007221,393.0072076597562,0.9640678108002134,1.1548191603253912,3.0,2.0,1.0570373105170483,1.0963040496070822,0.0,0.3333333333333333,Sensitivitas historis wilayah,Lakukan monitoring berkala dan validasi kondisi lapangan pada wilayah rentan.
MOJOKERTO,2026,3,360.14884989302243,2,334.65596790154746,1.0748317075174112,N,434.4801814207557,440.3646237557394,0.987049788818269,,,2026-03-01,0,0,1,1,0.4285714285714285,0.067500929432767,2,3,medium,,,467.2214955698074,387.81928218785066,1.24311291777176,1.0940041453631286,1.0,2.0,1.017511654526736,1.020532917954018,1.0,0.6666666666666666,Sensitivitas historis wilayah,Lakukan monitoring berkala dan validasi kondisi lapangan pada wilayah rentan.
NGANJUK,2026,1,357.45398633176245,2,321.23987006773393,1.112732321353488,N,432.8910069981696,424.5336114792597,1.0208475967715935,,,2026-01-01,0,0,1,1,0.1428571428571428,0.0663841656167917,1,2,low,low,2.0,384.24882928004337,374.1695246708732,1.2403994173340378,1.503875032080446,2.0,1.6666666666666667,1.1131488061753907,1.1898354496372463,0.0,0.3333333333333333,"Ketersediaan air rendah, Sensitivitas historis wilayah",Pantau rutin; belum membutuhkan intervensi prioritas.
NGANJUK,2026,2,448.15590821287446,0,343.8815507190242,1.3032275423785378,AN,434.3196734143543,433.4833340335203,1.0025750922715464,,,2026-02-01,0,0,1,1,0.1428571428571428,0.0663841656167917,1,2,low,low,2.0,357.45398633176245,396.61957460822686,1.112732321353488,1.2187864270220212,2.0,1.3333333333333333,1.0208475967715935,1.04552383173951,1.0,0.6666666666666666,"Ketersediaan air rendah, Sensitivitas historis wilayah",Pantau rutin; belum membutuhkan intervensi prioritas.
NGANJUK,2026,3,362.1195307176153,2,326.7794764488639,1.1081464927136622,N,430.11800130208337,433.344321577064,0.99300331811595,,,2026-03-01,0,0,1,1,0.1428571428571428,0.0663841656167917,1,2,low,,,448.15590821287446,389.2431417540842,1.3032275423785378,1.1747021188152291,0.0,1.3333333333333333,1.0025750922715464,1.0054753357196966,1.0,1.0,"Ketersediaan air rendah, Sensitivitas historis wilayah",Pantau rutin; belum membutuhkan intervensi prioritas.
NGAWI,2026,1,374.623168358963,2,307.9030810966361,1.2166918467483172,AN,482.7254200705035,461.0357783578351,1.051438634870178,,,2026-01-01,0,0,0,0,0.1428571428571428,0.0365551953747485,0,0,low,low,1.0,397.0557236417608,430.69945588288175,1.178871750048574,1.3910977864482037,1.0,1.3333333333333333,1.109101464396512,1.176240948816037,0.0,0.0,Tidak ada faktor dominan ekstrem,Pantau rutin; belum membutuhkan intervensi prioritas.
NGAWI,2026,2,387.4404079273782,0,328.1445551896239,1.1807004010884448,AN,481.63973865014106,475.4574784147525,1.0161194382531311,,,2026-02-01,0,0,1,1,0.1428571428571428,0.0365551953747485,0,1,low,low,1.0,374.623168358963,386.373099976034,1.2166918467483172,1.1920879992951123,2.0,1.0,1.051438634870178,1.0588865125066071,0.0,0.3333333333333333,Ketersediaan air rendah,Pantau rutin; belum membutuhkan intervensi prioritas.
NGAWI,2026,3,341.6078705916069,1,333.1080722327863,1.025516638794873,N,477.2360638220629,479.1494280725658,0.9977524415803404,,,2026-03-01,0,0,1,1,0.1428571428571428,0.0365551953747485,0,1,low,,,387.4404079273782,367.89048229264944,1.1807004010884448,1.140969628877212,0.0,1.0,1.0161194382531311,1.021770171567883,1.0,0.6666666666666666,Ketersediaan air rendah,Pantau rutin; belum membutuhkan intervensi prioritas.
PACITAN,2026,1,365.7314926438058,2,299.2742983115622,1.222061148274944,AN,419.0819971193471,410.1176951370078,1.0255045339473052,,,2026-01-01,0,0,1,1,0.4285714285714285,0.0997991093687081,2,3,medium,medium,3.0,360.7177183518925,408.2689568969348,1.018577514491747,1.382534211882679,5.0,3.6666666666666665,1.0575278216414747,1.1719072397062322,1.0,1.0,Sensitivitas historis wilayah,Lakukan monitoring berkala dan validasi kondisi lapangan pada wilayah rentan.
PACITAN,2026,2,481.2720377573266,1,353.1843332105776,1.362665306760308,AN,425.3125307111357,419.7532333148207,1.0162596032286308,,,2026-02-01,0,0,1,1,0.4285714285714285,0.0997991093687081,2,3,medium,medium,3.0,365.7314926438058,402.57374958434167,1.222061148274944,1.2011013231756664,2.0,2.6666666666666665,1.0255045339473052,1.0330973196058035,1.0,1.0,Sensitivitas historis wilayah,Lakukan monitoring berkala dan validasi kondisi lapangan pada wilayah rentan.
PACITAN,2026,3,325.3227776284185,3,330.03318314301805,0.9857274790681932,N,417.933088048568,416.9856405439639,1.0043005620177416,,,2026-03-01,0,0,1,1,0.4285714285714285,0.0997991093687081,2,3,medium,,,481.2720377573266,390.7754360098504,1.362665306760308,1.1901513113678153,1.0,2.0,1.0162596032286308,1.0153548997312258,1.0,1.0,Sensitivitas historis wilayah,Lakukan monitoring berkala dan validasi kondisi lapangan pada wilayah rentan.
PAMEKASAN,2026,1,340.1107550136893,2,311.0607029177981,1.0933902991390336,N,395.7584142792092,384.4317645812303,1.0293192507477251,,,2026-01-01,0,0,1,1,0.4285714285714285,0.0888577820093405,2,3,medium,medium,3.0,344.44921966773035,358.9397571877036,1.3169441062387852,1.6844276524945432,1.0,1.3333333333333333,1.1931734468791535,1.2102834889301055,0.0,0.3333333333333333,Sensitivitas historis wilayah,Lakukan monitoring berkala dan validasi kondisi lapangan pada wilayah rentan.
PAMEKASAN,2026,2,355.3592390775511,1,258.33586332776764,1.3755706795795657,AN,395.4315722176199,389.2825982597437,1.0160537887748275,,,2026-02-01,0,0,1,1,0.4285714285714285,0.0888577820093405,2,3,medium,medium,4.0,340.1107550136893,346.6397379196569,1.0933902991390336,1.261968361652462,2.0,1.3333333333333333,1.0293192507477251,1.0795154954672352,1.0,0.6666666666666666,Sensitivitas historis wilayah,Lakukan monitoring berkala dan validasi kondisi lapangan pada wilayah rentan.
PAMEKASAN,2026,3,239.5255954276349,5,264.14045654942834,0.9068114690065008,N,377.2140852681707,390.83559597744033,0.9655006214219256,,,2026-03-01,0,1,1,2,0.4285714285714285,0.0888577820093405,2,4,medium,,,355.3592390775511,311.6651965062917,1.3755706795795657,1.125257482575034,1.0,2.6666666666666665,1.0160537887748275,1.0036245536481592,1.0,1.3333333333333333,Sensitivitas historis wilayah,Lakukan monitoring berkala dan validasi kondisi lapangan pada wilayah rentan.
PASURUAN,2026,1,307.514215529952,3,300.8028815169573,1.0203550176642329,N,468.4282586322568,420.7881909502232,1.1412174449949926,,,2026-01-01,0,0,0,0,0.4285714285714285,0.0574554655238287,2,2,low,low,2.0,321.33721488614225,320.4526351329502,1.260323487035957,1.6520200266637637,3.0,2.333333333333333,1.3230940082179057,1.347929805525464,0.0,0.0,Sensitivitas historis wilayah,Pantau rutin; belum membutuhkan intervensi prioritas.
PASURUAN,2026,2,430.33864871422327,2,326.74677518780595,1.3160807889848232,AN,483.9410001553172,436.41426346941694,1.1364536010704784,,,2026-02-01,0,0,0,0,0.4285714285714285,0.0574554655238287,2,2,low,low,2.0,307.514215529952,353.0633597101059,1.0203550176642329,1.1989197645616712,3.0,2.6666666666666665,1.1412174449949926,1.200255018094459,0.0,0.0,Sensitivitas historis wilayah,Pantau rutin; belum membutuhkan intervensi prioritas.
PASURUAN,2026,3,325.4662223874127,3,277.1420997733565,1.1683890309901726,AN,453.7713019828486,433.8550225234613,1.0654327775373664,,,2026-03-01,0,0,0,0,0.4285714285714285,0.0574554655238287,2,2,low,,,430.33864871422327,354.4396955438627,1.3160807889848232,1.168274945879743,2.0,2.6666666666666665,1.1364536010704784,1.114367941200946,0.0,0.0,Sensitivitas historis wilayah,Pantau rutin; belum membutuhkan intervensi prioritas.
PONOROGO,2026,1,380.711829913845,2,312.272158641789,1.219166740863901,AN,482.1944684059389,463.2542392361548,1.0512205186234456,,,2026-01-01,0,0,0,0,0.2857142857142857,0.1057108944766368,2,2,low,medium,3.0,386.9686245883765,404.4633637763547,1.2025822465038851,1.5230399671119397,2.0,1.6666666666666667,1.1046534460793576,1.19450233704397,0.0,0.0,Sensitivitas historis wilayah,Pantau rutin; belum membutuhkan intervensi prioritas.
PONOROGO,2026,2,467.8044177033742,1,336.31754194101205,1.3909605041815631,AN,484.2145105177356,474.86123435728007,1.028334618109465,,,2026-02-01,0,0,1,1,0.2857142857142857,0.1057108944766368,2,3,medium,medium,3.0,380.711829913845,411.8282907351986,1.219166740863901,1.2709031638497832,2.0,1.6666666666666667,1.0512205186234456,1.0614028609374226,0.0,0.3333333333333333,Sensitivitas historis wilayah,Lakukan monitoring berkala dan validasi kondisi lapangan pada wilayah rentan.
PONOROGO,2026,3,359.2794787069713,3,329.033967361474,1.091922154992192,N,477.1814920979161,474.4846927273657,1.0138223850785864,,,2026-03-01,0,0,1,1,0.2857142857142857,0.1057108944766368,2,3,medium,,,467.8044177033742,402.59857544139686,1.3909605041815631,1.2340164666792188,1.0,2.0,1.028334618109465,1.0311258406038322,1.0,0.6666666666666666,Sensitivitas historis wilayah,Lakukan monitoring berkala dan validasi kondisi lapangan pada wilayah rentan.
PROBOLINGGO,2026,1,366.261406901859,3,319.93970725085467,1.1367568708595288,AN,579.0845389085657,501.4472790605882,1.1613498739246249,,,2026-01-01,0,0,0,0,0.4285714285714285,0.0664587839898965,2,2,low,low,2.0,306.8297619005182,324.21077700968743,1.2337165401229069,1.544730245801956,1.0,2.333333333333333,1.30205519241184,1.2796165881921635,0.0,0.0,Sensitivitas historis wilayah,Pantau rutin; belum membutuhkan intervensi prioritas.
PROBOLINGGO,2026,2,477.9558251938128,3,324.3856441382631,1.4706895919919063,AN,593.5956847246955,529.3831673790428,1.1264357886341536,,,2026-02-01,0,0,0,0,0.4285714285714285,0.0664587839898965,2,2,low,medium,3.0,366.261406901859,383.6823313320633,1.1367568708595288,1.2803876676581138,3.0,2.333333333333333,1.1613498739246249,1.1966136183235394,0.0,0.0,Sensitivitas historis wilayah,Pantau rutin; belum membutuhkan intervensi prioritas.
PROBOLINGGO,2026,3,361.0677660277703,6,277.40014785919686,1.295394399140629,AN,575.65229993708,527.10768550985,1.0990046010879726,,,2026-03-01,0,1,0,1,0.4285714285714285,0.0664587839898965,2,3,medium,,,477.9558251938128,401.7616660411474,1.4706895919919063,1.3009469539973546,3.0,4.0,1.1264357886341536,1.1289300878822504,0.0,0.3333333333333333,Sensitivitas historis wilayah,Lakukan monitoring berkala dan validasi kondisi lapangan pada wilayah rentan.
SAMPANG,2026,1,345.951382979136,1,305.10204060084146,1.133887476785961,N,406.38873716842295,397.94197841910426,1.021281036851029,,,2026-01-01,0,0,1,1,0.4285714285714285,0.1197851814680502,2,3,medium,medium,3.0,345.4714842063214,344.0092128066637,1.294400366458927,1.6423049524004485,1.0,0.6666666666666666,1.1912310398427928,1.1949560599589897,0.0,0.3333333333333333,Sensitivitas historis wilayah,Lakukan monitoring berkala dan validasi kondisi lapangan pada wilayah rentan.
SAMPANG,2026,2,318.1219379290323,2,249.9397858322489,1.2727943127171637,AN,406.7987893747729,403.61289530909335,1.0079032319306818,,,2026-02-01,0,0,1,1,0.4285714285714285,0.1197851814680502,2,3,medium,medium,3.0,345.951382979136,336.51493503816323,1.133887476785961,1.233694051987351,1.0,1.3333333333333333,1.021281036851029,1.0734717695415013,1.0,0.6666666666666666,Sensitivitas historis wilayah,Lakukan monitoring berkala dan validasi kondisi lapangan pada wilayah rentan.
SAMPANG,2026,3,240.207735461104,2,246.2224299614257,0.9755721097332036,N,389.5246580611827,405.20892404955487,0.9612864585531388,,,2026-03-01,0,0,1,1,0.4285714285714285,0.1197851814680502,2,3,medium,,,318.1219379290323,301.4270187897575,1.2727943127171637,1.1274179664121098,2.0,1.6666666666666667,1.0079032319306818,0.9968235757782832,1.0,1.0,Sensitivitas historis wilayah,Lakukan monitoring berkala dan validasi kondisi lapangan pada wilayah rentan.
SIDOARJO,2026,1,311.7127327465162,2,334.6788011647504,0.9313787776868222,N,328.29504720922466,307.03386537276486,1.072063432840782,,,2026-01-01,0,0,0,0,0.4285714285714285,0.0500487914750753,2,2,low,medium,3.0,340.7255183722142,335.55681018295576,1.3065414256032983,1.6231271684894908,2.0,1.3333333333333333,1.2632694622040177,1.319247962695906,0.0,0.0,Sensitivitas historis wilayah,Pantau rutin; belum membutuhkan intervensi prioritas.
SIDOARJO,2026,2,401.5387630856544,1,329.35353770667973,1.2191724609415382,AN,333.3922363934032,324.1421895562646,1.029622423690851,,,2026-02-01,0,0,1,1,0.4285714285714285,0.0500487914750753,2,3,medium,medium,3.0,311.7127327465162,351.32567140146153,0.9313787776868222,1.1523642214105527,2.0,1.6666666666666667,1.072063432840782,1.1216517729118836,0.0,0.3333333333333333,Sensitivitas historis wilayah,Lakukan monitoring berkala dan validasi kondisi lapangan pada wilayah rentan.
