ADM2_NAME,tahun,bulan,mean
Sidoarjo,2023.0,1.0,327.64841497900653
Situbondo,2023.0,1.0,587.8141308276685
Sumenep,2023.0,1.0,364.0666809082031
Trenggalek,2023.0,1.0,476.36812269831285
Tuban,2023.0,1.0,437.5897483825684
Tulungagung,2023.0,1.0,484.8286598121726
Kota Jember,2023.0,1.0,665.6441650390625
Kota Batu,2023.0,2.0,587.4796034869028
Malang,2023.0,2.0,597.2844203058318
Bangkalan,2023.0,2.0,386.875068461487
Banyuwangi,2023.0,2.0,610.7517825024275
Blitar,2023.0,2.0,478.7424777258746
Bojonegoro,2023.0,2.0,449.3931446216725
Bondowoso,2023.0,2.0,599.2718505859374
Gresik,2023.0,2.0,393.39477614414545
Jember,2023.0,2.0,605.4852998284631
Jombang,2023.0,2.0,437.6018663656833
Kediri,2023.0,2.0,505.90760684543187
Kota Blitar,2023.0,2.0,418.5960998535156
Kota Kediri,2023.0,2.0,609.5989767221304
Kota Madiun,2023.0,2.0,427.8447265625
Kota Malang,2023.0,2.0,534.7494603207238
Kota Mojokerto,2023.0,2.0,432.95758056640625
Kota Pasuruan,2023.0,2.0,404.52252197265625
Kota Probolinggo,2023.0,2.0,518.3775634765625
Kota Surabaya,2023.0,2.0,311.3741602635646
Lamongan,2023.0,2.0,531.5963677740717
Lumajang,2023.0,2.0,649.2200319424121
Madiun,2023.0,2.0,435.71802033850895
Magetan,2023.0,2.0,531.5563394189851
Mojokerto,2023.0,2.0,464.9162979572139
Nganjuk,2023.0,2.0,438.09077136547546
Ngawi,2023.0,2.0,487.355473379413
Pacitan,2023.0,2.0,432.4647756177326
Pamekasan,2023.0,2.0,404.17151616128643
Pasuruan,2023.0,2.0,561.9433367969544
Ponorogo,2023.0,2.0,493.7689733197612
Probolinggo,2023.0,2.0,629.0803859935087
Sampang,2023.0,2.0,416.2814607842024
Sidoarjo,2023.0,2.0,338.5843350823551
Situbondo,2023.0,2.0,621.003875019024
Sumenep,2023.0,2.0,384.9344787597656
Trenggalek,2023.0,2.0,507.2140850388861
Tuban,2023.0,2.0,450.85729029337574
Tulungagung,2023.0,2.0,511.0025519905509
Kota Jember,2023.0,2.0,698.7366943359375
Kota Batu,2023.0,3.0,546.8005106308882
Malang,2023.0,3.0,550.2923411365122
Bangkalan,2023.0,3.0,367.94573452445485
Banyuwangi,2023.0,3.0,552.184774038886
Blitar,2023.0,3.0,435.35544515138696
Bojonegoro,2023.0,3.0,431.53950161404083
Bondowoso,2023.0,3.0,555.0290518498075
Gresik,2023.0,3.0,378.7636399759677
Jember,2023.0,3.0,558.9105254053748
Jombang,2023.0,3.0,417.19378816238566
Kediri,2023.0,3.0,476.55100464997474
Kota Blitar,2023.0,3.0,374.7207336425781
Kota Kediri,2023.0,3.0,578.5609799898588
Kota Madiun,2023.0,3.0,412.53607177734375
Kota Malang,2023.0,3.0,497.5065660978619
Kota Mojokerto,2023.0,3.0,420.1800231933594
Kota Pasuruan,2023.0,3.0,374.7210388183594
Kota Probolinggo,2023.0,3.0,466.1478576660156
Kota Surabaya,2023.0,3.0,297.9770155686599
Lamongan,2023.0,3.0,512.999335086707
Lumajang,2023.0,3.0,594.3768191640593
Madiun,2023.0,3.0,419.6153285347637
Magetan,2023.0,3.0,509.9628524159998
Mojokerto,2023.0,3.0,439.0745203564739
Nganjuk,2023.0,3.0,421.50769280768077
Ngawi,2023.0,3.0,468.873990544302
Pacitan,2023.0,3.0,398.5153475674715
Pamekasan,2023.0,3.0,372.8628522894356
Pasuruan,2023.0,3.0,524.1987207924448
Ponorogo,2023.0,3.0,466.4001123366817
Probolinggo,2023.0,3.0,575.9263750525082
Sampang,2023.0,3.0,386.99248018486554
Sidoarjo,2023.0,3.0,323.5486327798609
Situbondo,2023.0,3.0,571.6314682997667
Sumenep,2023.0,3.0,350.9497985839844
Trenggalek,2023.0,3.0,467.8242931136166
Tuban,2023.0,3.0,426.3501426696778
Tulungagung,2023.0,3.0,475.4882780640989
Kota Jember,2023.0,3.0,654.9485473632812
Kota Batu,2023.0,4.0,557.5751450482537
Malang,2023.0,4.0,553.240034814238
Bangkalan,2023.0,4.0,373.7946665948787
Banyuwangi,2023.0,4.0,546.1004327633959
Blitar,2023.0,4.0,437.6124139083059
Bojonegoro,2023.0,4.0,434.0564830261984
Bondowoso,2023.0,4.0,562.2539277007614
Gresik,2023.0,4.0,382.2870356555828
Jember,2023.0,4.0,551.866559949622
Jombang,2023.0,4.0,421.4839985394719
Kediri,2023.0,4.0,482.6861191361039
Kota Blitar,2023.0,4.0,375.2127990722656
Kota Kediri,2023.0,4.0,584.4940267709586
Kota Madiun,2023.0,4.0,412.47503662109375
Kota Malang,2023.0,4.0,505.573446173417
Kota Mojokerto,2023.0,4.0,422.9434509277344
Kota Pasuruan,2023.0,4.0,383.17138671875
Kota Probolinggo,2023.0,4.0,483.39453125
Kota Surabaya,2023.0,4.0,301.48727450527986
Lamongan,2023.0,4.0,517.1294965207319
Lumajang,2023.0,4.0,591.8370453187056
Madiun,2023.0,4.0,420.3065024524479
Magetan,2023.0,4.0,511.01149098466084
Mojokerto,2023.0,4.0,445.25272552311765
Nganjuk,2023.0,4.0,423.6779913303657
Ngawi,2023.0,4.0,469.8645916784595
Pacitan,2023.0,4.0,398.9155582484432
Pamekasan,2023.0,4.0,383.642351643423
Pasuruan,2023.0,4.0,534.823252049888
Ponorogo,2023.0,4.0,468.2680505321871
Probolinggo,2023.0,4.0,593.6031510970172
Sampang,2023.0,4.0,397.78037095180775
Sidoarjo,2023.0,4.0,327.2596492665337
Situbondo,2023.0,4.0,580.8546752929688
Sumenep,2023.0,4.0,362.731201171875
Trenggalek,2023.0,4.0,469.42547451157174
Tuban,2023.0,4.0,419.6538414001465
Tulungagung,2023.0,4.0,477.54472284002605
Kota Jember,2023.0,4.0,649.4923095703125
Kota Batu,2023.0,5.0,503.99811329561123
Malang,2023.0,5.0,500.9157153696741
Bangkalan,2023.0,5.0,342.56783825544346
Banyuwangi,2023.0,5.0,494.90111949511174
Blitar,2023.0,5.0,392.7317422102337
Bojonegoro,2023.0,5.0,407.4075018235195
Bondowoso,2023.0,5.0,519.5293936798537
Gresik,2023.0,5.0,353.14479598685057
Jember,2023.0,5.0,502.22557071998807
Jombang,2023.0,5.0,384.4376582906705
Kediri,2023.0,5.0,443.9773046988028
Kota Blitar,2023.0,5.0,332.1078186035156
Kota Kediri,2023.0,5.0,550.5924201378456
Kota Madiun,2023.0,5.0,386.5185852050781
Kota Malang,2023.0,5.0,456.0153358861019
Kota Mojokerto,2023.0,5.0,392.0398254394531
Kota Pasuruan,2023.0,5.0,339.7117614746094
Kota Probolinggo,2023.0,5.0,438.5955505371094
Kota Surabaya,2023.0,5.0,276.2636162055718
Lamongan,2023.0,5.0,481.3489778196657
Lumajang,2023.0,5.0,539.3725433349609
Madiun,2023.0,5.0,395.8738545173377
Magetan,2023.0,5.0,481.87438307351215
Mojokerto,2023.0,5.0,403.64441899528276
Nganjuk,2023.0,5.0,397.18388809270164
Ngawi,2023.0,5.0,442.4866353718344
Pacitan,2023.0,5.0,372.28598899921957
Pamekasan,2023.0,5.0,351.1697869461574
Pasuruan,2023.0,5.0,482.974043063032
Ponorogo,2023.0,5.0,438.9906595906903
Probolinggo,2023.0,5.0,546.5164985095753
Sampang,2023.0,5.0,365.581844170149
Sidoarjo,2023.0,5.0,299.14723050530586
Situbondo,2023.0,5.0,535.4550117789925
Sumenep,2023.0,5.0,328.818603515625
Trenggalek,2023.0,5.0,442.0602643116411
Tuban,2023.0,5.0,397.66947596232103
Tulungagung,2023.0,5.0,450.1470983316609
Kota Jember,2023.0,5.0,602.2059936523438
Kota Batu,2023.0,6.0,423.6244470932904
Malang,2023.0,6.0,417.43676972914375
Bangkalan,2023.0,6.0,279.5311539798635
Banyuwangi,2023.0,6.0,415.6844361730888
Blitar,2023.0,6.0,310.4642042399418
Bojonegoro,2023.0,6.0,335.4834462483724
Bondowoso,2023.0,6.0,437.3840862771738
Gresik,2023.0,6.0,296.05012826173885
Jember,2023.0,6.0,418.6596305441276
Jombang,2023.0,6.0,307.9426895295731
Kediri,2023.0,6.0,362.08600548638236
Kota Blitar,2023.0,6.0,250.11996459960938
Kota Kediri,2023.0,6.0,472.15397291917066
Kota Madiun,2023.0,6.0,308.7962951660156
Kota Malang,2023.0,6.0,376.97343685752463
Kota Mojokerto,2023.0,6.0,327.3620300292969
Kota Pasuruan,2023.0,6.0,267.2613220214844
Kota Probolinggo,2023.0,6.0,358.30865478515625
Kota Surabaya,2023.0,6.0,228.74248345343622
Lamongan,2023.0,6.0,407.7305317668172
Lumajang,2023.0,6.0,456.76984464205225
Madiun,2023.0,6.0,321.20820234289124
Magetan,2023.0,6.0,402.95844386651265
Mojokerto,2023.0,6.0,332.1718632212856
Nganjuk,2023.0,6.0,319.4341545600396
Ngawi,2023.0,6.0,368.30856152684856
Pacitan,2023.0,6.0,300.9864271297011
Pamekasan,2023.0,6.0,279.3234544389704
Pasuruan,2023.0,6.0,401.72671087001396
Ponorogo,2023.0,6.0,361.7418967831519
Probolinggo,2023.0,6.0,463.5545738444609
Sampang,2023.0,6.0,291.9469881279524
Sidoarjo,2023.0,6.0,248.6188935468541
Situbondo,2023.0,6.0,450.8959119920607
Sumenep,2023.0,6.0,257.72369384765625
Trenggalek,2023.0,6.0,364.19678993684704
Tuban,2023.0,6.0,337.2236678568523
Tulungagung,2023.0,6.0,372.269555563455
Kota Jember,2023.0,6.0,520.0875854492188
Kota Batu,2023.0,7.0,384.8012803021599
Malang,2023.0,7.0,383.42776282222263
Bangkalan,2023.0,7.0,240.00202158648705
Banyuwangi,2023.0,7.0,398.6384367689575
Blitar,2023.0,7.0,272.4187351798239
Bojonegoro,2023.0,7.0,284.095421911169
Bondowoso,2023.0,7.0,399.6743286796237
Gresik,2023.0,7.0,259.95403129671826
Jember,2023.0,7.0,388.47008867323984
Jombang,2023.0,7.0,251.58623462253152
Kediri,2023.0,7.0,307.77637690791374
Kota Blitar,2023.0,7.0,213.9976043701172
Kota Kediri,2023.0,7.0,426.93599290114184
Kota Madiun,2023.0,7.0,245.2703399658203
Kota Malang,2023.0,7.0,341.2840078253495
Kota Mojokerto,2023.0,7.0,278.51263427734375
Kota Pasuruan,2023.0,7.0,239.30767822265625
Kota Probolinggo,2023.0,7.0,318.8910827636719
Kota Surabaya,2023.0,7.0,202.4754432426704
Lamongan,2023.0,7.0,355.3492086171072
Lumajang,2023.0,7.0,426.15079240575676
Madiun,2023.0,7.0,263.3473481221415
Magetan,2023.0,7.0,346.7628640895937
Mojokerto,2023.0,7.0,289.0067583050644
Nganjuk,2023.0,7.0,257.2966691384584
Ngawi,2023.0,7.0,316.12137577871596
Pacitan,2023.0,7.0,267.7564930825102
Pamekasan,2023.0,7.0,237.8812753913108
Pasuruan,2023.0,7.0,364.0113017384599
Ponorogo,2023.0,7.0,314.300082114435
Probolinggo,2023.0,7.0,421.9119280646829
Sampang,2023.0,7.0,245.6388374506041
Sidoarjo,2023.0,7.0,218.66184271338153
Situbondo,2023.0,7.0,413.3463244945972
Sumenep,2023.0,7.0,220.96934509277344
Trenggalek,2023.0,7.0,324.88803587764147
Tuban,2023.0,7.0,300.9626943969727
Tulungagung,2023.0,7.0,329.0778987591083
Kota Jember,2023.0,7.0,489.8177490234375
Kota Batu,2023.0,8.0,309.3526012196261
Malang,2023.0,8.0,315.46482504958095
Bangkalan,2023.0,8.0,181.328129989566
Banyuwangi,2023.0,8.0,335.82549628133825
Blitar,2023.0,8.0,207.36397694576124
Bojonegoro,2023.0,8.0,227.37889692518445
Bondowoso,2023.0,8.0,333.0105043494182
Gresik,2023.0,8.0,206.44880161363892
Jember,2023.0,8.0,324.19566497940326
Jombang,2023.0,8.0,185.0143562085701
Kediri,2023.0,8.0,237.95691033822516
Kota Blitar,2023.0,8.0,154.49473571777344
Kota Kediri,2023.0,8.0,356.973631638747
Kota Madiun,2023.0,8.0,180.3499298095703
Kota Malang,2023.0,8.0,270.68099814967104
Kota Mojokerto,2023.0,8.0,210.33766174316406
Kota Pasuruan,2023.0,8.0,193.74705505371094
Kota Probolinggo,2023.0,8.0,255.44622802734375
Kota Surabaya,2023.0,8.0,159.1086888575292
Lamongan,2023.0,8.0,288.55468432934254
Lumajang,2023.0,8.0,360.1463026474152
Madiun,2023.0,8.0,199.36200319223073
Magetan,2023.0,8.0,280.7340541312366
Mojokerto,2023.0,8.0,220.78971318473592
Nganjuk,2023.0,8.0,194.3830907582205
Ngawi,2023.0,8.0,255.32599425173086
Pacitan,2023.0,8.0,210.63509735042905
Pamekasan,2023.0,8.0,180.4043728260512
Pasuruan,2023.0,8.0,298.18512552152805
Ponorogo,2023.0,8.0,243.8267802269228
Probolinggo,2023.0,8.0,354.5703520494349
Sampang,2023.0,8.0,187.40841738678688
Sidoarjo,2023.0,8.0,165.0315044219481
Situbondo,2023.0,8.0,350.31564061548806
Sumenep,2023.0,8.0,165.0801239013672
Trenggalek,2023.0,8.0,259.61183828330905
Tuban,2023.0,8.0,249.26677769978843
Tulungagung,2023.0,8.0,261.7746429862557
Kota Jember,2023.0,8.0,421.6011962890625
Kota Batu,2023.0,9.0,248.9213862699621
Malang,2023.0,9.0,262.0206077810951
Bangkalan,2023.0,9.0,149.4742965408151
Banyuwangi,2023.0,9.0,268.0186408953478
Blitar,2023.0,9.0,166.60066759055442
Bojonegoro,2023.0,9.0,195.369593528465
Bondowoso,2023.0,9.0,282.72283744812006
Gresik,2023.0,9.0,173.51119593239613
Jember,2023.0,9.0,268.8844863437553
Jombang,2023.0,9.0,151.0321135087447
Kediri,2023.0,9.0,198.22973248517073
Kota Blitar,2023.0,9.0,121.34662628173828
Kota Kediri,2023.0,9.0,304.6150806133564
Kota Madiun,2023.0,9.0,151.1645050048828
Kota Malang,2023.0,9.0,216.5981838828639
Kota Mojokerto,2023.0,9.0,170.74232482910156
Kota Pasuruan,2023.0,9.0,160.1659393310547
Kota Probolinggo,2023.0,9.0,213.08050537109375
Kota Surabaya,2023.0,9.0,131.99476690606755
Lamongan,2023.0,9.0,247.97306592536697
Lumajang,2023.0,9.0,301.24795016795895
Madiun,2023.0,9.0,167.18891722712684
Magetan,2023.0,9.0,242.4043831553886
Mojokerto,2023.0,9.0,175.29764739811768
Nganjuk,2023.0,9.0,165.74284257104387
Ngawi,2023.0,9.0,219.57193145447386
Pacitan,2023.0,9.0,172.69077036496697
Pamekasan,2023.0,9.0,154.17845728156274
Pasuruan,2023.0,9.0,245.07073320218217
Ponorogo,2023.0,9.0,198.9293577440323
Probolinggo,2023.0,9.0,305.1678273257088
Sampang,2023.0,9.0,162.22878197958303
Sidoarjo,2023.0,9.0,129.1091633353004
Situbondo,2023.0,9.0,303.30321425400774
Sumenep,2023.0,9.0,137.8582763671875
Trenggalek,2023.0,9.0,212.40022650109722
Tuban,2023.0,9.0,216.96322156270347
Tulungagung,2023.0,9.0,215.6990964072091
Kota Jember,2023.0,9.0,362.7207946777344
Kota Batu,2023.0,10.0,213.27442707734951
Malang,2023.0,10.0,230.76940823189483
Bangkalan,2023.0,10.0,138.95356704073714
Banyuwangi,2023.0,10.0,215.86193675240554
Blitar,2023.0,10.0,147.6363305620819
Bojonegoro,2023.0,10.0,185.6148179796007
Bondowoso,2023.0,10.0,248.79404391413144
Gresik,2023.0,10.0,161.8293871781463
Jember,2023.0,10.0,233.76891106071508
Jombang,2023.0,10.0,139.99863218057035
Kediri,2023.0,10.0,180.73354312755444
Kota Blitar,2023.0,10.0,108.03028869628906
Kota Kediri,2023.0,10.0,276.8027957035945
Kota Madiun,2023.0,10.0,148.52761840820312
Kota Malang,2023.0,10.0,188.1028723465769
Kota Mojokerto,2023.0,10.0,159.58560180664062
Kota Pasuruan,2023.0,10.0,139.0660400390625
Kota Probolinggo,2023.0,10.0,189.3479766845703
Kota Surabaya,2023.0,10.0,121.93029173127897
Lamongan,2023.0,10.0,233.08180144338897
Lumajang,2023.0,10.0,261.4620385568676
Madiun,2023.0,10.0,161.68824043465622
Magetan,2023.0,10.0,230.86867219258133
Mojokerto,2023.0,10.0,154.9214376706129
Nganjuk,2023.0,10.0,160.21093271098613
Ngawi,2023.0,10.0,207.92888396181266
Pacitan,2023.0,10.0,159.19837537124343
Pamekasan,2023.0,10.0,147.59247357657785
Pasuruan,2023.0,10.0,211.6422466185035
Ponorogo,2023.0,10.0,183.95314670378158
Probolinggo,2023.0,10.0,273.71285463781913
Sampang,2023.0,10.0,155.7772400612055
Sidoarjo,2023.0,10.0,115.97200599711209
Situbondo,2023.0,10.0,273.20386059253246
Sumenep,2023.0,10.0,130.32066345214844
Trenggalek,2023.0,10.0,189.59258844766276
Tuban,2023.0,10.0,202.07737202962244
Tulungagung,2023.0,10.0,195.85402821970504
Kota Jember,2023.0,10.0,324.5773620605469
Kota Batu,2023.0,11.0,228.47814402860757
Malang,2023.0,11.0,230.53227337404496
Bangkalan,2023.0,11.0,159.91089418360488
Banyuwangi,2023.0,11.0,193.2188671564652
Blitar,2023.0,11.0,153.03583741284572
Bojonegoro,2023.0,11.0,223.76936410032667
Bondowoso,2023.0,11.0,239.80859585084772
Gresik,2023.0,11.0,181.72367946797436
Jember,2023.0,11.0,222.3141168950376
Jombang,2023.0,11.0,164.36491648356122
Kediri,2023.0,11.0,212.67562552558047
Kota Blitar,2023.0,11.0,112.22563934326172
Kota Kediri,2023.0,11.0,317.7078916109525
Kota Madiun,2023.0,11.0,196.04257202148438
Kota Malang,2023.0,11.0,202.38517600611635
Kota Mojokerto,2023.0,11.0,183.31129455566406
Kota Pasuruan,2023.0,11.0,155.70790100097656
Kota Probolinggo,2023.0,11.0,187.52662658691406
Kota Surabaya,2023.0,11.0,141.48162003401873
Lamongan,2023.0,11.0,252.18355880671248
Lumajang,2023.0,11.0,246.51048368115886
Madiun,2023.0,11.0,209.1991881940833
Magetan,2023.0,11.0,279.470084213629
Mojokerto,2023.0,11.0,176.71150894611202
Nganjuk,2023.0,11.0,201.80595037947487
Ngawi,2023.0,11.0,250.321223915694
Pacitan,2023.0,11.0,174.25514276032717
Pamekasan,2023.0,11.0,158.6838594929556
Pasuruan,2023.0,11.0,224.19471613566083
Ponorogo,2023.0,11.0,224.32908774960424
Probolinggo,2023.0,11.0,267.18736286724317
Sampang,2023.0,11.0,166.7658846832985
Sidoarjo,2023.0,11.0,135.35608252867019
Situbondo,2023.0,11.0,264.08673840807626
Sumenep,2023.0,11.0,141.44741821289062
Trenggalek,2023.0,11.0,197.25432067319576
Tuban,2023.0,11.0,220.41681597391766
Tulungagung,2023.0,11.0,210.1706956507085
Kota Jember,2023.0,11.0,309.0826110839844
Kota Batu,2023.0,12.0,333.2537312227137
Malang,2023.0,12.0,299.92260816128766
Bangkalan,2023.0,12.0,240.06987289602765
Banyuwangi,2023.0,12.0,230.30413825256002
Blitar,2023.0,12.0,212.20103290882187
Bojonegoro,2023.0,12.0,342.3826425434631
Bondowoso,2023.0,12.0,301.3081047776816
Gresik,2023.0,12.0,245.24639113940327
Jember,2023.0,12.0,264.420514738807
Jombang,2023.0,12.0,237.37270409169827
Kediri,2023.0,12.0,316.45178615428784
Kota Blitar,2023.0,12.0,159.28091430664062
Kota Kediri,2023.0,12.0,455.49010232778693
Kota Madiun,2023.0,12.0,325.279052734375
Kota Malang,2023.0,12.0,302.1123833907278
Kota Mojokerto,2023.0,12.0,254.81564331054688
Kota Pasuruan,2023.0,12.0,237.13246154785156
Kota Probolinggo,2023.0,12.0,272.6974792480469
Kota Surabaya,2023.0,12.0,202.22688947405135
Lamongan,2023.0,12.0,319.11519817666056
Lumajang,2023.0,12.0,301.78539242951763
Madiun,2023.0,12.0,343.2460033474257
Magetan,2023.0,12.0,418.473627105961
Mojokerto,2023.0,12.0,261.95302630865086
Nganjuk,2023.0,12.0,320.8018069576908
Ngawi,2023.0,12.0,381.24827158427286
Pacitan,2023.0,12.0,255.3880665236749
Pamekasan,2023.0,12.0,233.5664681423916
Pasuruan,2023.0,12.0,321.35430709714814
Ponorogo,2023.0,12.0,354.1931156035391
Probolinggo,2023.0,12.0,349.3415949765374
Sampang,2023.0,12.0,237.9766829379769
Sidoarjo,2023.0,12.0,202.03068338485963
Situbondo,2023.0,12.0,324.8870037128399
Sumenep,2023.0,12.0,221.0889892578125
Trenggalek,2023.0,12.0,281.6236997857152
Tuban,2023.0,12.0,308.59117380777997
Tulungagung,2023.0,12.0,296.4842770754635
Kota Jember,2023.0,12.0,353.13629150390625
Kota Batu,2024.0,1.0,431.7093797571519
Malang,2024.0,1.0,368.2424956872075
Bangkalan,2024.0,1.0,301.44695615587125
Banyuwangi,2024.0,1.0,274.38743656826557
Blitar,2024.0,1.0,270.3972256000225
Bojonegoro,2024.0,1.0,403.1424447518808
Bondowoso,2024.0,1.0,357.08302627784616
Gresik,2024.0,1.0,299.22938920637216
Jember,2024.0,1.0,324.65304573685125
Jombang,2024.0,1.0,313.85073605932376
Kediri,2024.0,1.0,397.59078877766933
Kota Blitar,2024.0,1.0,205.1819610595703
Kota Kediri,2024.0,1.0,537.9073615440956
Kota Madiun,2024.0,1.0,391.06024169921875
Kota Malang,2024.0,1.0,387.4144399542558
Kota Mojokerto,2024.0,1.0,326.5700988769531
Kota Pasuruan,2024.0,1.0,296.28448486328125
Kota Probolinggo,2024.0,1.0,336.3646545410156
Kota Surabaya,2024.0,1.0,247.04166621952263
Lamongan,2024.0,1.0,387.44263937153346
Lumajang,2024.0,1.0,366.0111281481076
Madiun,2024.0,1.0,403.4144343083828
Magetan,2024.0,1.0,491.1390874599054
Mojokerto,2024.0,1.0,344.3307500471148
Nganjuk,2024.0,1.0,388.7800164160791
Ngawi,2024.0,1.0,446.21184650961743
Pacitan,2024.0,1.0,323.47822396598957
Pamekasan,2024.0,1.0,281.561666938696
Pasuruan,2024.0,1.0,408.95802462197906
Ponorogo,2024.0,1.0,420.41602460799675
Probolinggo,2024.0,1.0,415.8672074149637
Sampang,2024.0,1.0,283.0175745764444
Sidoarjo,2024.0,1.0,263.37269877877463
Situbondo,2024.0,1.0,373.13619464032064
Sumenep,2024.0,1.0,273.9679870605469
Trenggalek,2024.0,1.0,346.59262599715277
Tuban,2024.0,1.0,374.18617823282887
Tulungagung,2024.0,1.0,358.13175431974634
Kota Jember,2024.0,1.0,419.16680908203125
Kota Batu,2024.0,2.0,541.2118566176472
Malang,2024.0,2.0,448.930346733463
Bangkalan,2024.0,2.0,358.4502279187336
Banyuwangi,2024.0,2.0,334.72759020099534
Blitar,2024.0,2.0,342.7292477997691
Bojonegoro,2024.0,2.0,432.9115253213012
Bondowoso,2024.0,2.0,447.54492303599477
Gresik,2024.0,2.0,360.83378142682614
Jember,2024.0,2.0,383.34650252594184
Jombang,2024.0,2.0,402.34485988424285
Kediri,2024.0,2.0,469.07636097095633
Kota Blitar,2024.0,2.0,267.5049743652344
Kota Kediri,2024.0,2.0,585.8794778677134
Kota Madiun,2024.0,2.0,417.0351257324219
Kota Malang,2024.0,2.0,470.75146484375
Kota Mojokerto,2024.0,2.0,405.7425537109375
Kota Pasuruan,2024.0,2.0,365.9786071777344
Kota Probolinggo,2024.0,2.0,430.17218017578125
Kota Surabaya,2024.0,2.0,289.3638362674923
Lamongan,2024.0,2.0,478.668458286302
Lumajang,2024.0,2.0,441.2927125656485
Madiun,2024.0,2.0,424.6311497520562
Magetan,2024.0,2.0,518.1519171241822
Mojokerto,2024.0,2.0,428.2089022809302
Nganjuk,2024.0,2.0,423.48828052339104
Ngawi,2024.0,2.0,474.07875112811485
Pacitan,2024.0,2.0,364.1646720773322
Pamekasan,2024.0,2.0,357.16565558615696
Pasuruan,2024.0,2.0,512.3118493304988
Ponorogo,2024.0,2.0,455.3598206427789
Probolinggo,2024.0,2.0,520.9746262045468
Sampang,2024.0,2.0,363.4060891794604
Sidoarjo,2024.0,2.0,318.63689793877427
Situbondo,2024.0,2.0,471.57066618684047
Sumenep,2024.0,2.0,344.13348388671875
Trenggalek,2024.0,2.0,398.5255787860917
Tuban,2024.0,2.0,427.7550805664063
Tulungagung,2024.0,2.0,407.525881589114
Kota Jember,2024.0,2.0,487.16815185546875
Kota Batu,2024.0,3.0,558.145243476419
Malang,2024.0,3.0,550.1986510154959
Bangkalan,2024.0,3.0,368.7594277269486
Banyuwangi,2024.0,3.0,482.19086462333377
Blitar,2024.0,3.0,435.9090732466355
Bojonegoro,2024.0,3.0,433.7953893214097
Bondowoso,2024.0,3.0,529.9168169325676
Gresik,2024.0,3.0,377.88455451368793
Jember,2024.0,3.0,532.8830270586624
Jombang,2024.0,3.0,419.2721784187086
Kediri,2024.0,3.0,482.11967575638386
Kota Blitar,2024.0,3.0,373.0518798828125
Kota Kediri,2024.0,3.0,585.9203409048228
Kota Madiun,2024.0,3.0,414.6199951171875
Kota Malang,2024.0,3.0,502.6381595009252
Kota Mojokerto,2024.0,3.0,420.2601623535156
Kota Pasuruan,2024.0,3.0,381.247802734375
Kota Probolinggo,2024.0,3.0,479.30548095703125
Kota Surabaya,2024.0,3.0,298.6380051832933
Lamongan,2024.0,3.0,509.0058848723706
Lumajang,2024.0,3.0,583.2945252485498
Madiun,2024.0,3.0,421.72475161145087
Magetan,2024.0,3.0,514.4326154507273
Mojokerto,2024.0,3.0,444.2859912894623
Nganjuk,2024.0,3.0,422.9689815901059
Ngawi,2024.0,3.0,472.0567547765796
Pacitan,2024.0,3.0,408.2458990310766
Pamekasan,2024.0,3.0,376.9256440923455
Pasuruan,2024.0,3.0,534.0284255733335
Ponorogo,2024.0,3.0,470.8950180545929
Probolinggo,2024.0,3.0,583.1918962142047
Sampang,2024.0,3.0,387.8114311750545
Sidoarjo,2024.0,3.0,325.36027273902283
Situbondo,2024.0,3.0,529.2708022873123
Sumenep,2024.0,3.0,359.2908630371094
Trenggalek,2024.0,3.0,471.5621021684394
Tuban,2024.0,3.0,435.55748519897463
Tulungagung,2024.0,3.0,475.0692804357507
Kota Jember,2024.0,3.0,632.6734619140625
Kota Batu,2024.0,4.0,553.4990629308365
Malang,2024.0,4.0,544.8161718696225
Bangkalan,2024.0,4.0,365.5015830848606
Banyuwangi,2024.0,4.0,500.5398416120454
Blitar,2024.0,4.0,430.6960369527099
Bojonegoro,2024.0,4.0,433.05967282895693
Bondowoso,2024.0,4.0,524.2614088196685
Gresik,2024.0,4.0,378.24432398164225
Jember,2024.0,4.0,531.0446757530716
Jombang,2024.0,4.0,417.59527611010003
Kediri,2024.0,4.0,481.700660083912
Kota Blitar,2024.0,4.0,367.20770263671875
Kota Kediri,2024.0,4.0,586.7084338848408
Kota Madiun,2024.0,4.0,413.8267517089844
Kota Malang,2024.0,4.0,500.46613030684625
Kota Mojokerto,2024.0,4.0,418.88983154296875
Kota Pasuruan,2024.0,4.0,377.7272644042969
Kota Probolinggo,2024.0,4.0,448.2071228027344
Kota Surabaya,2024.0,4.0,299.20836262126545
Lamongan,2024.0,4.0,509.6905357724145
Lumajang,2024.0,4.0,568.8371578458957
Madiun,2024.0,4.0,422.1817736601711
Magetan,2024.0,4.0,512.8705180098372
Mojokerto,2024.0,4.0,441.9888703641836
Nganjuk,2024.0,4.0,422.50964883911666
Ngawi,2024.0,4.0,470.94931803872714
Pacitan,2024.0,4.0,398.0657034424344
Pamekasan,2024.0,4.0,357.5521819725465
Pasuruan,2024.0,4.0,528.0935696857731
Ponorogo,2024.0,4.0,469.8119920299899
Probolinggo,2024.0,4.0,558.541724205017
Sampang,2024.0,4.0,369.8929362452307
Sidoarjo,2024.0,4.0,324.5612138554374
Situbondo,2024.0,4.0,512.5996793672637
Sumenep,2024.0,4.0,337.6448059082031
Trenggalek,2024.0,4.0,467.8289753557689
Tuban,2024.0,4.0,425.02094370524094
Tulungagung,2024.0,4.0,475.547032031384
