tanggal,ADM2_NAME,mean
2018-01-10,Sumenep,50.73506232574264
2018-01-10,Trenggalek,25.950780674521923
2018-01-10,Tuban,18.636179834432728
2018-01-10,Tulungagung,28.537322510530405
2018-01-10,Kota Jember,51.90957627087106
2018-01-11,Kota Batu,29.41856195216409
2018-01-11,Malang,24.690398263925943
2018-01-11,Bangkalan,22.958977262025574
2018-01-11,Banyuwangi,24.300093002757432
2018-01-11,Blitar,24.063079596166077
2018-01-11,Bojonegoro,18.079627572892495
2018-01-11,Bondowoso,24.190808280877132
2018-01-11,Gresik,28.813854117219773
2018-01-11,Jember,21.82845714862655
2018-01-11,Jombang,18.679059402747857
2018-01-11,Kediri,22.984245556786384
2018-01-11,Kota Blitar,23.316059257551938
2018-01-11,Kota Kediri,23.432128801813043
2018-01-11,Kota Madiun,16.855059475548522
2018-01-11,Kota Malang,25.188475516855352
2018-01-11,Kota Mojokerto,19.95511282763435
2018-01-11,Kota Pasuruan,20.72753035177396
2018-01-11,Kota Probolinggo,23.648175917220254
2018-01-11,Kota Surabaya,26.91763007344643
2018-01-11,Lamongan,22.30706133589114
2018-01-11,Lumajang,21.397595605669693
2018-01-11,Madiun,17.210401436730848
2018-01-11,Magetan,20.84014786976457
2018-01-11,Mojokerto,22.358698840373314
2018-01-11,Nganjuk,15.889361805751403
2018-01-11,Ngawi,18.015970744072632
2018-01-11,Pacitan,18.827403925287232
2018-01-11,Pamekasan,28.7814440088734
2018-01-11,Pasuruan,24.567310742332722
2018-01-11,Ponorogo,19.04759874830248
2018-01-11,Probolinggo,23.362753932563376
2018-01-11,Sampang,24.388470504357425
2018-01-11,Sidoarjo,23.46012404532088
2018-01-11,Situbondo,25.069354119190788
2018-01-11,Sumenep,35.12976706145249
2018-01-11,Trenggalek,19.742440897449114
2018-01-11,Tuban,15.4353534771367
2018-01-11,Tulungagung,21.523339186110938
2018-01-11,Kota Jember,26.49057951857404
2018-01-12,Kota Batu,11.885734412101698
2018-01-12,Malang,9.918049575654324
2018-01-12,Bangkalan,18.622292427356026
2018-01-12,Banyuwangi,18.969495659175127
2018-01-12,Blitar,8.658370196551783
2018-01-12,Bojonegoro,7.163387379773397
2018-01-12,Bondowoso,20.12080155516061
2018-01-12,Gresik,13.780911989246283
2018-01-12,Jember,15.527422674858055
2018-01-12,Jombang,10.848171439189784
2018-01-12,Kediri,6.737699341973474
2018-01-12,Kota Blitar,12.063531535410739
2018-01-12,Kota Kediri,6.995485720785618
2018-01-12,Kota Madiun,4.162674168408927
2018-01-12,Kota Malang,8.948649309077126
2018-01-12,Kota Mojokerto,11.97306758917651
2018-01-12,Kota Pasuruan,18.828159998095256
2018-01-12,Kota Probolinggo,16.64026824441602
2018-01-12,Kota Surabaya,11.220646425384446
2018-01-12,Lamongan,10.129267817766316
2018-01-12,Lumajang,11.975596338270561
2018-01-12,Madiun,3.129486394089343
2018-01-12,Magetan,4.479111400273102
2018-01-12,Mojokerto,13.460388882192557
2018-01-12,Nganjuk,6.469677723258331
2018-01-12,Ngawi,1.8923361390448492
2018-01-12,Pacitan,2.427667513409696
2018-01-12,Pamekasan,10.0959098648708
2018-01-12,Pasuruan,17.21871703213229
2018-01-12,Ponorogo,4.4503832689005165
2018-01-12,Probolinggo,21.97483793464349
2018-01-12,Sampang,11.788346690352455
2018-01-12,Sidoarjo,11.940225030415862
2018-01-12,Situbondo,23.509248305456424
2018-01-12,Sumenep,16.762527415846083
2018-01-12,Trenggalek,3.257391495380941
2018-01-12,Tuban,11.773339004170653
2018-01-12,Tulungagung,5.8194377140263995
2018-01-12,Kota Jember,14.40204710146276
2018-01-13,Kota Batu,13.763002003186626
2018-01-13,Malang,18.462360359331736
2018-01-13,Bangkalan,12.207548165979908
2018-01-13,Banyuwangi,22.71272556275384
2018-01-13,Blitar,17.09326649860534
2018-01-13,Bojonegoro,10.842273763256435
2018-01-13,Bondowoso,24.317111854430145
2018-01-13,Gresik,9.468329827602405
2018-01-13,Jember,23.116916074532988
2018-01-13,Jombang,9.961230310303991
2018-01-13,Kediri,15.114536720949541
2018-01-13,Kota Blitar,17.487044083444694
2018-01-13,Kota Kediri,16.334749529615948
2018-01-13,Kota Madiun,4.230795097889873
2018-01-13,Kota Malang,17.31156227963578
2018-01-13,Kota Mojokerto,11.97306758917651
2018-01-13,Kota Pasuruan,5.13341460766129
2018-01-13,Kota Probolinggo,11.747779310081356
2018-01-13,Kota Surabaya,12.268220730080227
2018-01-13,Lamongan,14.944652286250504
2018-01-13,Lumajang,17.645432775543696
2018-01-13,Madiun,7.99816550275769
2018-01-13,Magetan,6.85473456503346
2018-01-13,Mojokerto,10.419576827249516
2018-01-13,Nganjuk,10.569902499826597
2018-01-13,Ngawi,0.6445170043244224
2018-01-13,Pacitan,15.054696569317272
2018-01-13,Pamekasan,10.965838139043575
2018-01-13,Pasuruan,11.259140375104781
2018-01-13,Ponorogo,14.187824053284807
2018-01-13,Probolinggo,14.997127639272097
2018-01-13,Sampang,11.338406229305605
2018-01-13,Sidoarjo,9.009797005054548
2018-01-13,Situbondo,19.216616311676603
2018-01-13,Sumenep,18.639474247712236
2018-01-13,Trenggalek,15.425748349181763
2018-01-13,Tuban,11.952989367885198
2018-01-13,Tulungagung,16.032826239119245
2018-01-13,Kota Jember,27.224796704548158
2018-01-14,Kota Batu,25.130734738926957
2018-01-14,Malang,16.54481356969543
2018-01-14,Bangkalan,26.89954158907234
2018-01-14,Banyuwangi,15.770098371524467
2018-01-14,Blitar,13.026067332589822
2018-01-14,Bojonegoro,15.772870356625408
2018-01-14,Bondowoso,21.495966119516517
2018-01-14,Gresik,26.711440354998505
2018-01-14,Jember,17.572255269333954
2018-01-14,Jombang,19.426101891235444
2018-01-14,Kediri,21.265297326669252
2018-01-14,Kota Blitar,11.658029628775969
2018-01-14,Kota Kediri,24.218553958090308
2018-01-14,Kota Madiun,21.153974829420527
2018-01-14,Kota Malang,25.820053271269614
2018-01-14,Kota Mojokerto,19.95511282763435
2018-01-14,Kota Pasuruan,19.869701165226815
2018-01-14,Kota Probolinggo,26.92767471992904
2018-01-14,Kota Surabaya,21.74520985239281
2018-01-14,Lamongan,16.45054738030027
2018-01-14,Lumajang,14.786253891764106
2018-01-14,Madiun,21.148403565308826
2018-01-14,Magetan,22.241673823765343
2018-01-14,Mojokerto,18.63118888984267
2018-01-14,Nganjuk,21.083779696331572
2018-01-14,Ngawi,23.197984601642485
2018-01-14,Pacitan,13.91182376983727
2018-01-14,Pamekasan,32.48334259864611
2018-01-14,Pasuruan,24.87677766195585
2018-01-14,Ponorogo,14.485334275582222
2018-01-14,Probolinggo,26.339019753029042
2018-01-14,Sampang,29.61794231645479
2018-01-14,Sidoarjo,19.11521392505175
2018-01-14,Situbondo,24.880195517696464
2018-01-14,Sumenep,34.258899915892755
2018-01-14,Trenggalek,8.544269213141787
2018-01-14,Tuban,15.64725759287123
2018-01-14,Tulungagung,8.749149578535311
2018-01-14,Kota Jember,24.59683658227688
2018-01-15,Kota Batu,15.793132707120616
2018-01-15,Malang,11.810812312967874
2018-01-15,Bangkalan,6.971183763302047
2018-01-15,Banyuwangi,15.481927388210897
2018-01-15,Blitar,6.406595368325284
2018-01-15,Bojonegoro,12.363363603359073
2018-01-15,Bondowoso,18.667858222247524
2018-01-15,Gresik,8.694468117298499
2018-01-15,Jember,14.841985278311613
2018-01-15,Jombang,14.45085145888046
2018-01-15,Kediri,12.358686735011013
2018-01-15,Kota Blitar,6.234516642944157
2018-01-15,Kota Kediri,10.35445777140021
2018-01-15,Kota Madiun,12.692385307139595
2018-01-15,Kota Malang,11.566547151444581
2018-01-15,Kota Mojokerto,15.964089597313151
2018-01-15,Kota Pasuruan,5.13341460766129
2018-01-15,Kota Probolinggo,7.062362150712448
2018-01-15,Kota Surabaya,10.803820308157231
2018-01-15,Lamongan,12.027107027492201
2018-01-15,Lumajang,18.044187704755977
2018-01-15,Madiun,14.422753282749545
2018-01-15,Magetan,14.033963449508137
2018-01-15,Mojokerto,14.265192117011534
2018-01-15,Nganjuk,15.0603704249841
2018-01-15,Ngawi,10.94124058866951
2018-01-15,Pacitan,10.308987285249604
2018-01-15,Pamekasan,13.437335946224804
2018-01-15,Pasuruan,10.85900431822154
2018-01-15,Ponorogo,8.897774379977905
2018-01-15,Probolinggo,12.603976493102383
2018-01-15,Sampang,7.421352700075723
2018-01-15,Sidoarjo,13.415179665803315
2018-01-15,Situbondo,16.3988577769055
2018-01-15,Sumenep,14.461841480672101
2018-01-15,Trenggalek,8.559776884176456
2018-01-15,Tuban,13.843955644886616
2018-01-15,Tulungagung,5.923271151567991
2018-01-15,Kota Jember,18.734369784099297
2018-01-16,Kota Batu,17.50244479642037
2018-01-16,Malang,17.950093817011133
2018-01-16,Bangkalan,10.408098770468555
2018-01-16,Banyuwangi,15.91831320043448
2018-01-16,Blitar,16.451747460409663
2018-01-16,Bojonegoro,0.9233692085001874
2018-01-16,Bondowoso,21.303491161312824
2018-01-16,Gresik,11.60661404989551
2018-01-16,Jember,18.860011318243593
2018-01-16,Jombang,9.488408917898056
2018-01-16,Kediri,14.967690077804889
2018-01-16,Kota Blitar,13.446713815655624
