ADM2_NAME,tahun,bulan,total_hujan,max_hth,nilai_normal_30th,anomali_persen,sifat_hujan_30th,kat_value,kat_normal,kat_anomaly_pct,produksi_ton,luas_panen_hektar
PROBOLINGGO,2022,11,437.9155713276312,6,179.951673572073,243.35176363460727,AN,560.3552043017219,368.2420304242303,154.57726462097253,0,0.0
PROBOLINGGO,2022,12,277.24696594754505,3,305.3775996425699,90.78824585432903,N,588.4373347899493,470.74768582512354,126.30420922275738,4130.79,685.97
PROBOLINGGO,2022,12,277.24696594754505,3,305.3775996425699,90.78824585432903,N,588.4373347899493,470.74768582512354,126.30420922275738,4130.79,0.0
PROBOLINGGO,2022,12,277.24696594754505,3,305.3775996425699,90.78824585432903,N,588.4373347899493,470.74768582512354,126.30420922275738,0,685.97
PROBOLINGGO,2022,12,277.24696594754505,3,305.3775996425699,90.78824585432903,N,588.4373347899493,470.74768582512354,126.30420922275738,0,0.0
PROBOLINGGO,2023,1,337.36740593832843,5,356.30157374221045,94.685915191163,N,596.3284657422233,560.1030236973482,107.04727470469837,10721.82,1905.37
PROBOLINGGO,2023,1,337.36740593832843,5,356.30157374221045,94.685915191163,N,596.3284657422233,560.1030236973482,107.04727470469837,10721.82,14.92
PROBOLINGGO,2023,1,337.36740593832843,5,356.30157374221045,94.685915191163,N,596.3284657422233,560.1030236973482,107.04727470469837,86.88,1905.37
PROBOLINGGO,2023,1,337.36740593832843,5,356.30157374221045,94.685915191163,N,596.3284657422233,560.1030236973482,107.04727470469837,86.88,14.92
PROBOLINGGO,2023,2,600.5426017820632,0,364.53233272906914,164.7433019963153,AN,629.0803859935087,587.1255266526167,107.50031477581526,11197.94,1989.98
PROBOLINGGO,2023,2,600.5426017820632,0,364.53233272906914,164.7433019963153,AN,629.0803859935087,587.1255266526167,107.50031477581526,11197.94,0.0
PROBOLINGGO,2023,2,600.5426017820632,0,364.53233272906914,164.7433019963153,AN,629.0803859935087,587.1255266526167,107.50031477581526,0,1989.98
PROBOLINGGO,2023,2,600.5426017820632,0,364.53233272906914,164.7433019963153,AN,629.0803859935087,587.1255266526167,107.50031477581526,0,0.0
PROBOLINGGO,2023,3,202.23573586558453,3,327.09265686406,61.82827147649294,BN,575.9263750525082,587.6801842521219,98.24250045513742,42000.38,7548.2
PROBOLINGGO,2023,3,202.23573586558453,3,327.09265686406,61.82827147649294,BN,575.9263750525082,587.6801842521219,98.24250045513742,42000.38,290.53
PROBOLINGGO,2023,3,202.23573586558453,3,327.09265686406,61.82827147649294,BN,575.9263750525082,587.6801842521219,98.24250045513742,1691.82,7548.2
PROBOLINGGO,2023,3,202.23573586558453,3,327.09265686406,61.82827147649294,BN,575.9263750525082,587.6801842521219,98.24250045513742,1691.82,290.53
PROBOLINGGO,2023,4,191.2799311110249,4,179.2460021035137,106.71363872347996,N,593.6031510970172,570.0204991172342,104.6300732433623,47434.28,8442.56
PROBOLINGGO,2023,4,191.2799311110249,4,179.2460021035137,106.71363872347996,N,593.6031510970172,570.0204991172342,104.6300732433623,47434.28,584.39
PROBOLINGGO,2023,4,191.2799311110249,4,179.2460021035137,106.71363872347996,N,593.6031510970172,570.0204991172342,104.6300732433623,3403.03,8442.56
PROBOLINGGO,2023,4,191.2799311110249,4,179.2460021035137,106.71363872347996,N,593.6031510970172,570.0204991172342,104.6300732433623,3403.03,584.39
PROBOLINGGO,2023,5,69.79723037640338,20,113.00453982475062,61.764979074863824,BN,546.5164985095753,528.6285600662231,103.94048805621414,23831.89,4113.62
PROBOLINGGO,2023,5,69.79723037640338,20,113.00453982475062,61.764979074863824,BN,546.5164985095753,528.6285600662231,103.94048805621414,23831.89,171.41
PROBOLINGGO,2023,5,69.79723037640338,20,113.00453982475062,61.764979074863824,BN,546.5164985095753,528.6285600662231,103.94048805621414,959.13,4113.62
PROBOLINGGO,2023,5,69.79723037640338,20,113.00453982475062,61.764979074863824,BN,546.5164985095753,528.6285600662231,103.94048805621414,959.13,171.41
PROBOLINGGO,2023,6,27.362938892292544,30,64.44518332513616,42.45924595208642,BN,463.5545738444609,487.7161423178281,95.46124285838528,18712.02,3229.88
PROBOLINGGO,2023,6,27.362938892292544,30,64.44518332513616,42.45924595208642,BN,463.5545738444609,487.7161423178281,95.46124285838528,18712.02,80.89
PROBOLINGGO,2023,6,27.362938892292544,30,64.44518332513616,42.45924595208642,BN,463.5545738444609,487.7161423178281,95.46124285838528,452.62,3229.88
PROBOLINGGO,2023,6,27.362938892292544,30,64.44518332513616,42.45924595208642,BN,463.5545738444609,487.7161423178281,95.46124285838528,452.62,80.89
PROBOLINGGO,2023,7,115.67925114293494,23,51.127797391179584,226.25510396599168,AN,421.9119280646829,436.1499632106109,97.23326527840784,10262.45,1771.4
PROBOLINGGO,2023,7,115.67925114293494,23,51.127797391179584,226.25510396599168,AN,421.9119280646829,436.1499632106109,97.23326527840784,10262.45,63.62
PROBOLINGGO,2023,7,115.67925114293494,23,51.127797391179584,226.25510396599168,AN,421.9119280646829,436.1499632106109,97.23326527840784,355.99,1771.4
PROBOLINGGO,2023,7,115.67925114293494,23,51.127797391179584,226.25510396599168,AN,421.9119280646829,436.1499632106109,97.23326527840784,355.99,63.62
PROBOLINGGO,2023,8,18.736970907106983,28,21.185176173897062,88.44378141255869,N,354.5703520494349,382.29993247985846,93.01449644701582,12228.27,2110.72
PROBOLINGGO,2023,8,18.736970907106983,28,21.185176173897062,88.44378141255869,N,354.5703520494349,382.29993247985846,93.01449644701582,12228.27,27.49
PROBOLINGGO,2023,8,18.736970907106983,28,21.185176173897062,88.44378141255869,N,354.5703520494349,382.29993247985846,93.01449644701582,153.82,2110.72
PROBOLINGGO,2023,8,18.736970907106983,28,21.185176173897062,88.44378141255869,N,354.5703520494349,382.29993247985846,93.01449644701582,153.82,27.49
PROBOLINGGO,2023,9,10.133747019202156,18,19.717772164523023,51.393975620811695,BN,305.1678273257088,342.2819124109605,89.38187873102599,7278.12,1183.72
PROBOLINGGO,2023,9,10.133747019202156,18,19.717772164523023,51.393975620811695,BN,305.1678273257088,342.2819124109605,89.38187873102599,7278.12,0.0
PROBOLINGGO,2023,9,10.133747019202156,18,19.717772164523023,51.393975620811695,BN,305.1678273257088,342.2819124109605,89.38187873102599,0,1183.72
PROBOLINGGO,2023,9,10.133747019202156,18,19.717772164523023,51.393975620811695,BN,305.1678273257088,342.2819124109605,89.38187873102599,0,0.0
PROBOLINGGO,2023,10,19.096311039097127,15,97.09377874700836,19.667903840528528,BN,273.71285463781913,330.3009221133064,83.09067518667014,5807.39,944.52
PROBOLINGGO,2023,10,19.096311039097127,15,97.09377874700836,19.667903840528528,BN,273.71285463781913,330.3009221133064,83.09067518667014,5807.39,14.92
PROBOLINGGO,2023,10,19.096311039097127,15,97.09377874700836,19.667903840528528,BN,273.71285463781913,330.3009221133064,83.09067518667014,78.09,944.52
